,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
139,Rivier University,world rank  3186,"420 South Main Street
Nashua
03060 New Hampshire
United States",+1 (603) 888 1311,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"New Hampshire Department of Education
National League for Nursing Accrediting Commission (NLNAC)","Council of Independent Colleges (CIC)
Association of Catholic Colleges and Universities (ACCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
140,Rivne State Humanitarian University,world rank  8254,"Stepan Bandera Street 12
Rivne
33028 Rivne Oblast
Ukraine",+380 (362) 267 865,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
141,Rizal Technological University,world rank  10069,"Boni Avenue
Mandaluyong City
1550 National Capital Region
Philippines",+63 (2) 533 6041,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,Association of Southeast Asian Institutions of Higher Learning (ASAIHL),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
142,RK University,world rank  9383,"Kastubadham, Bhavnagar Highway, Tramba
Rajkot
360 020 Gujarat
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
143,RKDF University,world rank  10130,"Airport Bypass Road, Gandhi Nagar
Bhopal
462 033 Madhya Pradesh
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
144,RMIT University,world rank  184,"124 La Trobe Street
Melbourne
3000 Victoria
Australia",+61 (0)3 9925 2000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Universities Australia
Association of Southeast Asian Institutions of Higher Learning (ASAIHL)
Australian Technology Network (ATN)
Global U8 Consortium (GU8)
Open Universities Australia (OUA)
Global U8 Consortium (GU8)
Chinese Medicine Confucius Institute (CMCI)
United Nations Global Compact (UNGC)
Singapore Institute of Management (SIM)
Australian Housing and Urban Research Institute (AHURI)","RMIT University
|
Division of Business Division of Design and Social Context Division of Science, Engineering and Technology","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
145,Roanoke College,world rank  1856,"221 College Lane
Salem
24153-3794 Virginia
United States",+1 (540) 375 2500,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Accreditation Council for Business Schools and Programs (ACBSP)
American Chemical Society (ACS)
Commission on Accreditation of Athletic Training Education (CAATE)","Council of Independent Colleges (CIC)
Oak Ridge Associated Universities (ORAU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
146,Robert Gordon University,world rank  1187,"Garthdee
Aberdeen
AB10 7QB Scotland
United Kingdom",+44 (1224) 262 000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"Association of Commonwealth Universities (ACU)
European University Association (EUA)
Universities UK","Robert Gordon University
|
Aberdeen Business School School of Creative and Cultural Business The Law School School of Computing and Digital Media School of Engineering Scott Sutherland School of Architecture Gray's School of Art School of Health Sciences School of Nursing and Midwifery School of Pharmacy and Life Sciences School of Applied Social Studies","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
147,Robert Morris University,world rank  2495,"6001 University Boulevard
Moon Township
15108-1189 Pennsylvania
United States",+1 (800) 762 0097,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
Teacher Education Accreditation Council (TEAC)","Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
148,Robert Schumann Hochschule Düsseldorf,world rank  4827,"Fischerstrasse 110
Düsseldorf
40476 North Rhine-Westphalia
Germany",+49 (211) 49180,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing']"
149,Roberts Wesleyan College,world rank  2825,"2301 Westside Drive
Rochester
14624 New York
United States",+1 (585) 594 6000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Council on Social Work Education (CSWE)
National Association of Schools of Art and Design (NASAD)
National Association of Schools of Music (NASM)
National League for Nursing Accrediting Commission (NLNAC)","Council for Christian Colleges and Universities (CCCU)
Council of Independent Colleges (CIC)
International Assembly for Collegiate Business Education (IACBE)
NCAA DII Athletics
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)
National Christian College Athletic Association (NCCAA)",['Not reported']
150,Rochester Institute of Technology,world rank  156,"1 Lomb Memorial Drive
Rochester
14623-5603 New York
United States",+1 (585) 475 2411,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
Engineering Technology Accreditation Commission (ETAC) of ABET
American Chemical Society (ACS)
Commission on Accreditation of Allied Health Education Programs (CAAHEP)","Association of Independent Technological Universities (AITU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
151,Rochester Institute of Technology Croatia,world rank  6673,"Don Frana Bulica 6
Dubrovnik
20000 Dubrovnik-Neretva
Croatia",+385,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,Rochester Institute of Technology (USA),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
152,"Rochester Institute of Technology, Dubai",world rank  Un,"PO Box 341055, Techno Point Building, 1st Floor, Dubai Silicon Oasis
Dubai
341055 Dubai
United Arab Emirates",+971 (4) 371 2000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"Rochester Institute of Technology, Dubai
|
Saunders College of Business Kate Gleason College of Engineering","['library', 'housing', 'sports facilities', 'financial aid']"
153,Rochester University,world rank  3450,"800 West Avon Road
Rochester Hills
48307 Michigan
United States",+1 (248) 218 2000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"United States Collegiate Athletic Association (USCAA)
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)
National Small College Athletic Association (NSCAA)",['Not reported']
154,Rockford University,world rank  4891,"5050 E State Street
Rockford
61108-2311 Illinois
United States",+1 (815) 226 4000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"American Chemical Society (ACS)
Accreditation Commission for Education in Nursing (ACEN)
Illinois State Board of Education
International Accreditation Council for Business Education (IACBE)","Association of American Colleges
Federation of Independent Illinois Colleges and Universities
American Council on Education
Council of Independent Colleges
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
155,Rockhurst University,world rank  3157,"1100 Rockhurst Road
Kansas City
64110-2561 Missouri
United States",+1 (816) 501 4000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
American Occupational Therapy Association (AOTA)
Accreditation Council for Occupational Therapy Education (ACOTE)
Commission on Accreditation in Physical Therapy Education (CAPTE)
Council on Academic Accreditation in Audiology and Speech-Language Pathology (CAA)
Teacher Education Accreditation Council (TEAC)","Association of Jesuit Colleges and Universities (AJCU)
Council of Independent Colleges (CIC)
Association of Catholic Colleges and Universities (ACCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
156,Rockview University,world rank  13087,"3rd Floor, Provident House, Cairo Road
Lusaka
Lusaka
Zambia",+260 967 967 961,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
157,Rocky Mountain College,world rank  3404,"1511 Poly Drive
Billings
59102-1796 Montana
United States",+1 (406) 657 1000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Montana Office of Public Instruction (OPI)
Accreditation Review Commission on Education for the Physician Assistant (ARC-PA)","Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)",['Not reported']
158,Rocky Mountain College of Art and Design,world rank  4038,"1600 Pierce Street
Lakewood
80214 Colorado
United States",+1 (303) 753 6046,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,"Foundation for Interior Design Education and Research (FIDER)
National Association of Schools of Art and Design (NASAD)",Not available; please submit a list of official affiliations and memberships to relevant associations and organizations.,['Not reported']
159,Rocky Mountain University of Health Professions,world rank  7965,"122 East 1700 South
Provo
84606 Utah
United States",+1 (801) 375 5125,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,Not available; please submit a list of official affiliations and memberships to relevant associations and organizations.,['Not reported']
160,Rocky Vista University,world rank  8311,"8401 S Chambers Road
Parker
80134 Colorado
United States",+1 (303) 373 2008,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,Not available; please submit a list of official affiliations and memberships to relevant associations and organizations.,['Not reported']
161,Röda Korsets högskola,world rank  8425,"Hälsovägen 11
Huddinge
141 57 Stockholm County
Sweden",+46 (8) 587 516 00,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
162,Roger Williams University,world rank  1518,"One Old Ferry Road
Bristol
02809-2923 Rhode Island
United States",+1 (401) 253 1040,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
American Chemical Society (ACS)
National Architectural Accrediting Board (NAAB)","Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
163,Rogers State University,world rank  2620,"1701 W Will Rogers Boulevard
Claremore
74017-3252 Oklahoma
United States",+1 (918) 343 7777,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,no-data,"Oklahoma State System of Higher Education (OSSHE)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
164,Roi-et Rajabhat University,world rank  7464,"113 Moo 12 Roi-et-Ponthong Road, Selaphoom
Roi Et
45120 Roi Et
Thailand",+66 (43) 518 231,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
165,Rollins College,world rank  1238,"1000 Holt Avenue
Winter Park
32789-4499 Florida
United States",+1 (407) 646 2000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
National Association of Schools of Music (NASM)
American Chemical Society (ACS)","Associated Colleges of the South (ACS)
Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
166,Romblon State University,world rank  12437,"Barangay Liwanag
Odiongan
5505 Mimaropa
Philippines",+63 (42) 567 5273,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
167,Rongo University,world rank  11329,"Kitere Hill, 8; PO Box 103
Rongo
40404 Migori
Kenya",+254,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
168,Roosevelt University,world rank  1409,"430 S Michigan Avenue
Chicago
60605-1394 Illinois
United States",+1 (312) 341 3500,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Accreditation Council for Business Schools and Programs (ACBSP)
American Chemical Society (ACS)
American Psychological Association (APA)
Council for Accreditation of Counseling and Related Educational Programs (CACREP)","National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)",['Not reported']
169,Rosalind Franklin University of Medicine and Science,world rank  3133,"3333 Green Bay Road
North Chicago
60064-3095 Illinois
United States",+1 (847) 578 3000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"American Psychological Association (APA)
American Physical Therapy Association (APTA), Commission on Accreditation in Physical Therapy Education
American Podiatric Medical Association, Council on Podiatric Medical Education (CPME)",Not available; please submit a list of official affiliations and memberships to relevant associations and organizations.,['Not reported']
170,Rose Bruford College,world rank  8676,"Lamorbey Park, Burnt Oak Lane
London
DA15 9DF London
United Kingdom",+44 (20) 8308 2600,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,"Goldsmiths, University of London
Drama UK","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
171,Rose-Hulman Institute of Technology,world rank  1345,"5500 Wabash Avenue
Terre Haute
47803-3920 Indiana
United States",+1 (812) 877 1511,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
American Chemical Society (ACS)","Association of Independent Technological Universities (AITU)
Midwestern Undergraduate Private Engineering Colleges (MUPEC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
172,Roseman University of Health Sciences,world rank  4975,"11 Sunset Way
Henderson
89014 Nevada
United States",+1 (702) 990 4433,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Non-Profit,no-data,Not available; please submit a list of official affiliations and memberships to relevant associations and organizations.,['Not reported']
173,Rosemont College,world rank  3281,"1400 Montgomery Avenue
Rosemont
19010-1699 Pennsylvania
United States",+1 (610) 527 0200,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"Council of Independent Colleges (CIC)
Association of Catholic Colleges and Universities (ACCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
174,Roskilde Universitet,world rank  1371,"Universitetsvej 1, Postboks 260
Roskilde
4000 Region Zealand
Denmark",+45 4674 2000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,European University Association (EUA),"Roskilde Universitet
|
Faculty of Humanities Faculty of Natural Sciences Faculty of Social Sciences","['library', 'sports facilities']"
175,Ross University School of Medicine,world rank  4041,"PO Box 266
Roseau

Dominica",+1 767 445 5355,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
176,Rossiya Davlat Neft va Gaz Universitetining Toshkent Shahridagi Filiali,world rank  9890,"34 Durmon Yo'li Street, Mirzo-Ulugbek District
Tashkent
100125 Tashkent
Uzbekistan",+998 (71) 262 7091,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Rossiya Davlat Neft va Gaz Universitetining Toshkent Shahridagi Filiali
|
Faculty of Oil and Gas Business",['Not reported']
177,Rossiya iqtisodiyot universitetining Toshkent shahridagi filiali,world rank  11519,"49 Islam Karimov Street
Tashkent
100003 Tashkent
Uzbekistan",+998 (71) 232 6023,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Rossiya iqtisodiyot universitetining Toshkent shahridagi filiali
|
Faculty of Economics, Business and Finance",['Not reported']
178,Rostov State Medical University,world rank  5344,"29, Nahichevansky Lane
Rostov-on-Don
344022 Rostov Oblast
Russia",+7 (863) 253 7600,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Rostov State Medical University
|
Faculty of General Medicine Faculty of Dentistry Faculty of Pediatrics Faculty of Pharmacy Faculty of Medico-prophylactics Faculty of International Students Faculty of Postgraduate and Continuous Education Faculty of Armed Force Medicine Faculty of English Sector","['library', 'housing', 'sports facilities', 'financial aid']"
179,Rostov State University of Economics,world rank  4346,"ul. Bolshaya Sadovaya, 69
Rostov-on-Don
344002 Rostov Oblast
Russia",+7 (863) 237 0253,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Association of Economic Universities of South and Eastern Europe
Black Sea Region (ASECU)
Visegrad University Association (VUA)
Black Sea and Eastern Mediterranean Academic Network (BSEMAN)","Rostov State University of Economics
|
Faculty of Management and Entrepreneurship Faculty of Commerce Faculty of Computer Technologies and Information Control Faculty of Accounting Faculty of Economics and Finance Faculty of Law Faculty of Linguistics and Journalism Faculty of Pedagogy","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
180,Rowan University,world rank  860,"201 Mullica Hill Road
Glassboro
08028 New Jersey
United States",+1 (856) 256 4000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
American Chemical Society (ACS)
Commission on Accreditation of Athletic Training Education (CAATE)","American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
181,Royal Academy of Cambodia,world rank  12052,"Russian Federation Boulevard, Sangkat Kakab, Khan Porsenchey
Phnom Penh
Phnom Penh
Cambodia",+855 (23) 890 180,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
182,"Royal Academy of Music, University of London",world rank  2130,"Marylebone Road
London
NW1 5HT London
United Kingdom",+44 (20) 7873 7373,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Association of Commonwealth Universities (ACU)
Universities UK","Royal Academy of Music, University of London
|
Academic Studies Department Accordion Department Brass Department Choral Conducting Department Composition Department Conducting Department Guitar Department Harp Department Historical Performance Department Jazz Department Junior Academy Department Musical Theatre Department Organ Department Piano Department Research Programs Department Royal Academy Opera Department Strings Department Timpani and Percussion Department Vocal Department Woodwind Department","['library', 'financial aid']"
183,Royal Agricultural University,world rank  4322,"Stroud Road
Cirencester
GL7 6JS South West England
United Kingdom",+44 (1285) 652 531,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
184,Royal College of Art,world rank  806,"Kensington Gore
London
SW7 2EU London
United Kingdom",+44 (20) 7590 4444,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,Universities UK,"Royal College of Art
|
School of Architecture School of Communication School of Design School of Fine Art School of Humanities School of Material",['library']
185,Royal College of Music,world rank  2145,"Prince Consort Road
London
SW7 2BS London
United Kingdom",+44 (20) 7591 4300,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,Universities UK,"Royal College of Music
|
Faculty of Brass Faculty of Composition Faculty of Conducting Faculty of Historical Performance Faculty of Keyboard Faculty of Percussion Faculty of Strings Faculty of Vocal Studies Faculty of Woodwind",['library']
186,Royal College of Surgeons in Ireland,world rank  Un,"123 St. Stephens Green
Dublin
D02 YN77 County Dublin
Ireland",+353 (1) 402 2156,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,no-data,"Royal College of Surgeons in Ireland
|
Faculty of Medicine and Health Sciences Student, Academic and Regulatory Affairs Faculty of Sports and Exercise Medicine Faculty of Nursing and Midwifery Faculty of Dentistry Faculty of Radiologists","['library', 'sports facilities']"
187,Royal College of Surgeons in Ireland - Medical University of Bahrain,world rank  Un,"Building 2441, Road 2835, Block 228
Busaiteen
15503 Muharraq Governorate
Bahrain",+973 (17) 351 450,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,"Royal College of Surgeons in Ireland (RCSI)
Royal College of Physicians of Ireland (RCPI)
National University of Ireland (NUI)","Royal College of Surgeons in Ireland - Medical University of Bahrain
|
School of Medicine School of Nursing and Midwifery School of Postgraduate Studies and Research","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
188,Royal College of Surgeons in Ireland-Dubai,world rank  Un,"Mohammed Bin Rashid Academic Medical Center, Building 14, Office 203, PO Box 505095
Dubai
Dubai
United Arab Emirates",+971 (4) 375 2119,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
189,Royal Conservatoire of Scotland,world rank  3113,"100 Renfrew Street
Glasgow
G2 3DB Scotland
United Kingdom",+44 (141) 332 4101,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Not reported,"Conservatoires UK
Association Européenne des Conservatoires, Académies de Musique et Musikhochschulen (AEC)
Conference of Drama Schools","Royal Conservatoire of Scotland
|
School of Music School of Drama Junior Academy",['library']
190,"Royal Holloway, University of London",world rank  562,"Egham Hill
Egham
TW20 0EX South East England
United Kingdom",+44 (1784) 434 455,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"Association of Commonwealth Universities (ACU)
European University Association (EUA)
Universities UK","Royal Holloway, University of London
|
Faculty of Arts Faculty of History and Social Sciences Faculty of Sciences","['library', 'sports facilities']"
191,Royal Irish Academy of Music,world rank  7165,"36-38 Westland Row
Dublin
County Dublin
Ireland",+353 (1) 676 4412,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
192,Royal Military College of Canada,world rank  3066,"PO Box 17000, Station Forces
Kingston
K7K 7B4 Ontario
Canada",+1 (866) 762 2672,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Universities Canada (UC)
Association of Universities of the Canadian Francophonie (AUFC)
Council of Ontario Universities (COU)
Canadian Virtual University (CVU)
University of the Arctic (UArctic)
Canadian University Society for Intercollegiate Debate (CUSID)","Royal Military College of Canada
|
Faculty of Arts Faculty of Engineering Faculty of Science Faculty of Continuing Studies","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
193,Royal Northern College of Music,world rank  2647,"124 Oxford Road
Manchester
M13 9RD North West England
United Kingdom",+44 (161) 907 5200,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
194,Royal Roads University,world rank  2990,"2005 Sooke Road
Victoria
V9B 5Y2 British Columbia
Canada",+1 (250) 391 2511,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Universities Canada (UC)
Association of Commonwealth Universities (ACU)
Canadian Virtual University (CVU)
Canadian Bureau for International Education (CBIE)","Royal Roads University
|
Centre for Applied Leadership and Management School of Business School of Communication and Culture School of Environment and Sustainability School of Leadership Studies School of Peace and Conflict Management School of Tourism and Hospitality","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
195,Royal University for Women,world rank  9547,"PO Box 37400
West Riffa
Southern Governorate
Bahrain",+973 (17) 764 444,Women Only,"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Royal University for Women
|
College of Art and Design College of Business and Financial Sciences College of Information Technology College of Law",['library']
196,Royal University of Agriculture,world rank  9344,"PO Box 2696, Chamkar Daung, Dangkor District
Phnom Penh
12401 Phnom Penh
Cambodia",+855 (23) 219 829,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,For-Profit,"Asian Association of Veterinary Schools (AAVS)
South East Asia Veterinary School Association (SEAVSA)","Royal University of Agriculture
|
Faculty of Agronomy Faculty of Animal Sciences Faculty of Veterinary Medicine Faculty of Forestry Faculty of Fisheries Faculty of Agricultural Technology and Management Faculty of Agricultural Economics and Rural Development Faculty of Agro-Industry Faculty of Land Management and Land Administration Faculty of Rubber Sciences","['library', 'housing', 'sports facilities', 'distant learning']"
197,Royal University of Dhaka,world rank  10332,"House- 2, Road-10, Block- E, Banani
Dhaka
1213 Dhaka
Bangladesh",+880 (2) 984 1628,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"Royal University of Dhaka
|
Faculty of Arts and Social Science Faculty of Business Administration Faculty of Science and Engineering","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
198,Royal University of Fine Arts,world rank  10801,"72, St.19 (Yukunthor), Sangkat, Cheychumnas, Khan Doun Penh
Phnom Penh
Phnom Penh
Cambodia",+855 (23) 986 417,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
199,Royal University of Law and Economics,world rank  10197,"Monivong Blvd, District Tonle Basac, Khan Chamkamon
Phnom Penh
Phnom Penh
Cambodia",+855 (23) 214 953,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities']"
200,Royal University of Phnom Penh,world rank  6220,"Russian Federation Boulevard, Tuol Kork District
Phnom Penh
12156 Phnom Penh
Cambodia",+855 (23) 884 523,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,ASEAN University Network (AUN),"Royal University of Phnom Penh
|
Faculty of Humanities and Social Sciences Faculty of Sciences Institute of Foreign Language","['library', 'sports facilities', 'distant learning']"
201,Royal Veterinary College University of London,world rank  1598,"Royal College Street; Camden
London
NW1 0TU London
United Kingdom",+44 (20) 7468 5000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,Universities UK,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
202,Royan Institute of Higher Education,world rank  Un,"Pul-e Khomri
Baghlan
Afghanistan",+93,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
