,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
230,University of the Aegean,world rank  1172,"Administration Building, University Hill
Mytilene
81100 North Aegean
Greece",+30 (22510) 36000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,European University Association (EUA),"University of the Aegean
|
School of Social Sciences School of Environment Business School School of Sciences School of Humanities Department of Food Science and Nutrition Department of Product and Systems Design Engineering","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
231,University of the Arts London,world rank  409,"272 High Holborn
London
WC1V 7EY London
United Kingdom",+44 (20) 514 6000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,Universities UK,"University of the Arts London
|
Camberwell College of Arts Central Saint Martins College of Art and Design Chelsea College of Art and Design London College of Communication London College of Fashion Wimbledon College of Art",['library']
232,University of the Assumption,world rank  9707,"Unisite Subd., Del Pilar
City of San Fernando
2000 Central Luzon
Philippines",+63 (45) 961 3617,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Non-Profit,no-data,"University of the Assumption
|
College of Accountancy College of Business Administration College of Education College of Engineering and Architecture College of Hotel and Restaurant Management College of Nursing College of Tourism Management School of Arts and Sciences Graduate School","['library', 'sports facilities', 'financial aid', 'career services']"
233,University of The Bahamas,world rank  5533,"University Boulevard, PO Box N 4912
Nassau

Bahamas",+1 (242) 302 4300,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Not reported,"American Library Association (ALA)
Association of American Colleges and Universities (AAC&U)
Association of Caribbean Tertiary Institutions (ACTI)
Association of Caribbean University, Research and Institutional Libraries (ACURIL)
Caribbean Association of Law Libraries
Council for Higher Education Accreditation (CHEA)
Council of Undergraduate Research
Institute of International Education (IIE)
International Association of Law Libraries (IALL)
International Association of Universities (IAU)
International Federation of Library Associations and Institutions (IFLA)
Medical Library Association (MLA)","University of The Bahamas
|
Faculty of Business Faculty of Liberal and Fine Arts Faculty of Pure and Applied Sciences Faculty of Social and Educational Studies","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
234,University of the Chinese Academy of Sciences,world rank  826,"19 Yuquan Road, Shijingshan District
Beijing
10049 Beijing
China",+86 (10) 8825 6206,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
235,University of the Commonwealth Caribbean,world rank  8930,"17 Worthington Avenue
Kingston
Kingston
Jamaica",+1 (876) 906 3000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,For-Profit,"American Council on Education (ACE)
International Association of University Presidents (IAUP)
OAS Consortium of Universities
Joint Committee for Tertiary Education (JCTE)
Jamaica Association of Private Tertiary Institutions (JAPTIs)
Association of Caribbean Tertiary Institutions (ACTI)
Private Sector Organisation of Jamaica (PSOJ)","University of the Commonwealth Caribbean
|
School of Business and Management School of Humanities and Law School of Technology and Mathematics College of Graduate Studies and Research School of Medicine, Health and Applied Sciences","['library', 'financial aid', 'distant learning']"
236,University of the Cordilleras,world rank  9897,"Governor Park Road
Baguio City
2600 Cordillera Administrative Region
Philippines",+63 (74) 442 3316,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,"Association of Universities of Asia and the Pacific (AUAP)
Philippine Association of Colleges and Universities (PACU)
Philippine Association of Engineering Schools (PAES)","University of the Cordilleras
|
College of Law College of Accountancy College of Arts and Sciences College of Business Administration College of Criminal Justice Education College of Engineering and Architecture College of Hospitality and Tourism Management College of Information Technology and Computer Science College of Nursing College of Teacher Education Grade School and High School","['library', 'sports facilities', 'financial aid', 'distant learning']"
237,University of the Cumberlands,world rank  3182,"6191 College Station Drive
Williamsburg
40769 Kentucky
United States",+1 (606) 549 2200,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Council for the Accreditation of Educator Preparation (CAEP)
International Accreditation Council for Business Education (IACBE)
National Centers of Academic Excellence in Cyber Defense (CAE-CD)","Kentucky Baptist Convention (SBC)
Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)",['Not reported']
238,University of the District of Columbia,world rank  1877,"4200 Connecticut Avenue Northwest
Washington
20008 District of Columbia
United States",+1 (202) 274 5000,Men and Women (coed),Historically Black Institution,"Yes, international applicants are welcome to apply for admission",Public,Non-Profit,"Council for the Accreditation of Educator Preparation (CAEP)
American Bar Association (ABA)
National League for Nursing Accrediting Commission (NLNAC)
Commission on Accreditation for Dietetics Education (CADE)
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET","American Association of State Colleges and Universities (AASCU)
Association of Public and Land-Grant Universities (APLU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
239,University of the East,world rank  6769,"2219 C. M. Recto Avenue
Manila
1008 National Capital Region
Philippines",+63 (2) 735 5471,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,For-Profit,Association of Southeast Asian Institutions of Higher Learning (ASAIHL),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'financial aid']"
240,University of the East Ramon Magsaysay,world rank  9599,"Aurora Boulevard
Quezon City
1113 National Capital Region
Philippines",+63 (2) 715 08 61,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
241,University of the Fraser Valley,world rank  1824,"33844 King Road
Abbotsford
V2S 7M8 British Columbia
Canada",+1 (604) 854 4544,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Universities Canada (UC)
Canadian Bureau for International Education (CBIE)
Canadian University Press (CUP)","University of the Fraser Valley
|
College of Arts Faculty of Access and Open Studies Faculty of Health Sciences Faculty of Professional Studies Faculty of Science Faculty of Trades School of Graduate Studies","['library', 'housing', 'sports facilities']"
242,University of the Free State,world rank  1198,"PO Box 339
Bloemfontein
9300 Free State
South Africa",+27 (51) 401 9111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"Association of African Universities (AAU)
Universities South Africa (USA)
National Association of Distance Education and Open Learning in South Africa (NADEOSA)","University of the Free State
|
Faculty of Humanities Faculty of Law Faculty of Natural and Agricultural Sciences Faculty of Economic and Management Sciences Faculty of Health Sciences Faculty of Theology","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
243,University of the Gambia,world rank  7582,"MDI Road; Kanifing PO Box 3530
Serekunda
Banjul
Gambia",+220 439 3291,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"University of the Gambia
|
School of Agriculture and Environment Sciences School of Arts and Sciences School of Business and Public Administration School of Education Faculty of Law School of Engineering and Architecture School of Medicine and Allied Health Sciences School of Information Technology and Communications School of Graduate Studies and Research",['library']
244,University of the Highlands and Islands,world rank  848,"12b Ness Walk
Inverness
IV3 5SQ Scotland
United Kingdom",+44 (1463) 279 000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"University of the Highlands and Islands
|
Faculty of Arts, Humanities and Business Faculty of Science, Health and Engineering","['library', 'housing', 'financial aid']"
245,University of the Holy Quran and Islamic Sciences,world rank  11680,"PO Box 1459
Omdurman
Khartoum
Sudan",+249 (187) 559 594,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"University of the Holy Quran and Islamic Sciences
|
Faculty of the Holy Quran Faculty of Sharia Faculty of Arabic Language Faculty of Da'wa and Information Faculty of Economics Faculty of Administrative Sciences Faculty of Education School of Languages School of Postgraduate Studies Faculty of Society Faculty of Computer Sciences and Information Technology",['library']
246,University of the Humanities,world rank  10469,"Sukhbaatar District, PO Box 53
Ulaanbaatar
210153 Ulaanbaatar
Mongolia",+976 (11) 318 524,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
247,University of the Immaculate Conception,world rank  8456,"Father Selga Street
Davao City
8000 Davao Region
Philippines",+63 (82) 221 8181,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
248,University of the Incarnate Word,world rank  2090,"4301 Broadway
San Antonio
78209 Texas
United States",+1 (210) 829 6000,Men and Women (coed),Hispanic-serving Institution,"Yes, international applicants are welcome to apply for admission",Private,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Accreditation Council for Business Schools and Programs (ACBSP)
Accreditation Council for Pharmacy Education (ACPE)
Commission on Accreditation of Athletic Training Education (CAATE)","Council of Independent Colleges (CIC)
Association of Catholic Colleges and Universities (ACCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
249,University of the Ozarks,world rank  3876,"415 N College Avenue
Clarksville
72830 Arkansas
United States",+1 (479) 979 1000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Council for the Accreditation of Educator Preparation (CAEP)
International Accreditation Council for Business Education (IACBE)","Council of Independent Colleges (CIC)
International Assembly for Collegiate Business Education (IACBE)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
250,University of the Pacific,world rank  1144,"3601 Pacific Avenue
Stockton
95211-0197 California
United States",+1 (209) 946 2285,Men and Women (coed),"Asian American, Native American or Pacific Islander-serving Institution","Yes, international applicants are welcome to apply for admission",Private,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET","National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
251,University of the Philippines Baguio,world rank  9563,"Governor Pack Road
Baguio City
2600 Cordillera Administrative Region
Philippines",+63 (74) 442 5592,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"University of the Philippines Baguio
|
College of Art and Communication College of Science College of Social Sciences","['library', 'housing', 'sports facilities', 'financial aid']"
252,University of the Philippines Diliman,world rank  1411,"Diliman
Quezon City
1101 National Capital Region
Philippines",+63 (2) 928 0110,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,"Association of Pacific Rim Universities (APRU)
Association of Southeast Asian Institutions of Higher Learning (ASAIHL)
ASEAN European Academic University Network (ASEA-UNINET)
ASEAN University Network (AUN)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
253,University of the Philippines in the Visayas,world rank  8148,"Miagao
Iloilo City
5023 Western Visayas
Philippines",+63 (33) 315 9378,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
254,University of the Philippines Los Baños,world rank  7101,"Los Baños
4031 Calabarzon
Philippines",+63 (49) 536 2928,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'distant learning']"
255,University of the Philippines Manila,world rank  5159,"Taft Avenue, Padre Faura and Pedro Gil Streets, Ermita
Manila
1000 National Capital Region
Philippines",+63 (2) 526 8419,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,"Asia-Pacific Rim of Universities
ASEAN-European Academic University Network
Philippine National Health Research System
SEAMEO TROPMED
South Manila Education Consortium","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
256,University of the Philippines Mindanao,world rank  7363,"Mintal, Tugbok District
Davao City
8022 Davao Region
Philippines",+63 (82) 293 0310,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,"Mindanao Science and Technology Park Consortium Inc. (MSTPCI)
Mindanao Studies Consortium Foundation Inc. (MSCFI)","University of the Philippines Mindanao
|
College of Humanities and Social Sciences College of Science and Mathematics School of Management","['library', 'housing', 'sports facilities', 'financial aid']"
257,University of the Philippines System,world rank  2364,"Main Adm. Bldg: UPD, Quezon Hall
Quezon City
1101 National Capital Region
Philippines",+63 (2) 981 8500,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Association of Southeast Asian Institutions of Higher Learning (ASAIHL)
Association of Pacific Rim Universities (APRU)
ASEAN University Network (AUN)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
258,University of the Potomac,world rank  4901,"1401 H Street NW
Washington
20005 District of Columbia
United States",+1 (202) 274 2300,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,Not available; please submit a list of official affiliations and memberships to relevant associations and organizations.,['Not reported']
259,University of the Punjab,world rank  1690,"Quaid-e-Azam Campus, PO Box No. 54590
Lahore
54590 Punjab
Pakistan",+92 (42) 9923 1102,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Association of Commonwealth Universities (ACU)
Federation of the Universities of the Islamic World (FUIW)","University of the Punjab
|
Faculty of Arts and Humanities Faculty of Behavioral and Social Sciences Faculty of Commerce Faculty of Economics and Management Sciences Faculty of Education Faculty of Engineering and Technology Faculty of Islamic Studies Faculty of Law Faculty of Life-Sciences Faculty of Oriental Learning Faculty of Pharmacy Faculty of Science Faculty of Medicine and Dentistry","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
260,University of the Ryukyus,world rank  1820,"1 Senbaru
Nishihara
903-0213 Okinawa
Japan",+81 (98) 895 8131,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,Association of Southeast Asian Institutions of Higher Learning (ASAIHL),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
261,University of the Sacred Heart,world rank  4935,"4-3-1 Hiroo, Shibuya-ku
Tokyo
150-8938 Tokyo
Japan",+81 (3) 3407 5811,Women Only,"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,For-Profit,International Federation of Catholic Universities (IFCU),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
262,University of the Sacred Heart Gulu,world rank  12840,"PO Box 374
Gulu
Northern Region
Uganda",+256 (414) 698 576,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Non-Profit,Consortium of Uganda University Libraries,"University of the Sacred Heart Gulu
|
Faculty of Arts and Social Sciences",['library']
263,University of the Sciences in Philadelphia,world rank  2657,"600 South 43rd Street
Philadelphia
19104-4495 Pennsylvania
United States",+1 (215) 596 8800,Men and Women (coed),"Asian American, Native American or Pacific Islander-serving Institution","Yes, international applicants are welcome to apply for admission",Private,Non-Profit,"American Chemical Society (ACS)
American Physical Therapy Association (APTA)
American Occupational Therapy Association (AOTA)
AACP","National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
264,University of the Southern Caribbean,world rank  6820,"Maracas Valley
St. Joseph

Trinidad and Tobago",+1 (868) 662 2241,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,no-data,"University of the Southern Caribbean
|
School of Business School of Social Sciences School of Science and Technology School of Education and Human Sciences School of Humanities School of Theology and Religion","['library', 'housing', 'sports facilities', 'financial aid']"
265,University of the Southwest,world rank  5362,"6610 North Lovington Highway
Hobbs
88240 New Mexico
United States",+1 (575) 392 6561,Men and Women (coed),Hispanic-serving Institution,"Yes, international applicants are welcome to apply for admission",Private,Non-Profit,New Mexico Public Education Department (NMPED),"Council for Christian Colleges and Universities (CCCU)
Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)",['Not reported']
266,University of the Sunshine Coast,world rank  1326,"90 Sippy Downs Drive
Sippy Downs
4558 Queensland
Australia",+61 (0)7 5430 2843,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"Universities Australia
Regional Universities Network (RUN)","University of the Sunshine Coast
|
Faculty of Arts and Social Sciences Faculty of Business Faculty of Science, Health and Education","['library', 'sports facilities', 'financial aid']"
267,University of the Thai Chamber of Commerce,world rank  4621,"126/1 Vibhavadee Rangsit Road
Bangkok
10400 Bangkok
Thailand",+66 (2) 697 6132,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Association of Private Higher Education Institutions of Thailand (APHEIT)
Association of Southeast Asian Institutions of Higher Learning (ASAIHL)
MIT Regional Entrepreneurship Acceleration Program (REAP)","University of the Thai Chamber of Commerce
|
Faculty of Business Administration Faculty of Accountancy Faculty of Economics Faculty of Humanities and Applied Arts Faculty of Science and Technology Faculty of Communication Arts Faculty of Engineering Faculty of Law Faculty of Tourism and Services Faculty of Early Childhood Education College of Entrepreneurship International School of Management","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
268,University of the Virgin Islands,world rank  2883,"2 John Brewers Bay
Charlotte Amalie
00802-9990
Virgin Islands - US",+1 (340) 776 9200,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"American Association of State Colleges and Universities (AASCU)
Association of Public and Land-Grant Universities (APLU)
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)","University of the Virgin Islands
|
Division of Business Division of Education Division of Humanities and Social Sciences Division of Nursing Division of Science and Mathematics","['sports facilities', 'distant learning', 'career services']"
269,University of the Visayas,world rank  10794,"D. Jakosalem Corner Colon Street
Cebu City
6000 Central Visayas
Philippines",+63 (32) 255 6173,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
270,University of the Visual and Performing Arts,world rank  10434,"21, Albert Crecent
Colombo
00700 Western Province
Sri Lanka",+94 (11) 269 6971,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"University of the Visual and Performing Arts
|
Faculty of Dance and Drama Faculty of Music Faculty of Visual Arts",['library']
271,University of the West,world rank  5652,"1409 Walnut Grove Avenue
Rosemead
91770 California
United States",+1 (626) 571 8811,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","None, open admission policy",Private,Non-Profit,no-data,Not available; please submit a list of official affiliations and memberships to relevant associations and organizations.,['Not reported']
272,University of the West of England,world rank  505,"Frenchay Campus, Coldharbour Lane
Bristol
BS16 1QY South West England
United Kingdom",+44 (117) 965 6261,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"Association of Commonwealth Universities (ACU)
European University Association (EUA)
Universities UK
University Alliance","University of the West of England
|
Bristol Business School Faculty of Creative Arts Faculty of Environment and Technology Faculty of Health and Life Sciences Faculty of Social Sciences and Humanities Hartpury College","['library', 'sports facilities', 'distant learning']"
273,University of the West of Scotland,world rank  2075,"High Street
Paisley
PA1 2BE Scotland
United Kingdom",+44 (141) 848 3000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"European University Association (EUA)
MillionPlus
Universities UK","University of the West of Scotland
|
Business School School of Computing School of Education School of Engineering and Science School of Media, Language and Music School of Health, Nursing and Midwifery School of Social Sciences","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
274,University of the Western Cape,world rank  949,"Private Bag X17
Bellville
7535 Western Cape
South Africa",+27 (21) 959 2911,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Cape Higher Education Consortium (CHEC)
Universities South Africa (USA)
Open Education Consortium (OEC)","University of the Western Cape
|
Faculty of Arts Faculty of Community and Health Faculty of Dentistry Faculty of Economic and Management Sciences Faculty of Education Faculty of Law Faculty of Natural Science","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
275,University of the Witwatersrand,world rank  280,"Private Bag 3, Wits
Johannesburg
2050 Gauteng
South Africa",+27 (11) 717 1000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Association of African Universities (AAU)
Universities South Africa (USA)
Association of Commonwealth Universities (ACU)
Foundation of Tertiary Institutions of the Northern Metropolis (FOTIM)
International Association of Universities (IAU)
African Research Universites Alliance (ARUA)","University of the Witwatersrand
|
Faculty of Commerce, Law and Management Faculty of Engineering and the Built Environment Faculty of Health Sciences Faculty of Humanities Faculty of Science","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
276,University of Thessaly,world rank  1478,"Phileninon-Argonafton
Volos
38221 Thessaly
Greece",+30 (24210) 74000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,European University Association (EUA),"University of Thessaly
|
School of Engineering School of Agricultural Sciences School of Health Sciences School of Medicine School of Science School ?f Physical Education and Sport Science","['library', 'sports facilities']"
277,University of Thi-Qar,world rank  8612,"Asia-Iraq-Thi-Qar-Almstfawih-University City
Nasiriyah
00964 Dhi Qar
Iraq",+964 (781) 275 5279,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,no-data,"University of Thi-Qar
|
Faculty of Medicine Faculty of Veterinary Medicine Faculty of Nursing Faculty of Pharmacy Faculty of Engineering Faculty of Computer Science and Mathematics Faculty of Science Faculty of Education for Pure Sciences Faculty of Administration and Economics Faculty of Law Faculty of Literature Faculty of Physical Education and Sports Sciences Faculty of Education for Girls Faculty of Education for Human Sciences Faculty of Islamic Sciences Faculty of Dentistry Faculty of Basic Education Faculty of Archaeology Faculty of Information, Faculty of Agriculture and Marshlands","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
278,University of Tikrit,world rank  6927,"Salah Al-Deen
Tikrit
34001 Saladin
Iraq",+964 (770) 319 6109,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,"Association of Arab Universities (AArU)
United Nations Educational, Scientific and Cultural Organization (UNESCO)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
279,University of Toledo,world rank  698,"2801 W Bancroft
Toledo
43606-3390 Ohio
United States",+1 (800) 586 5336,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Association to Advance Collegiate Schools of Business (AACSB International)
Applied and Natural Science Accreditation Commission (ANSAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
Engineering Technology Accreditation Commission (ETAC) of ABET
Computing Accreditation Commission (CAC) of ABET
American Association for Leisure and Recreation (AALR), Council on Accreditation","American Association of State Colleges and Universities (AASCU)
Association of Public and Land-Grant Universities (APLU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
280,University of Torbat-e-Heydarieh,world rank  9966,"Torbat-e-Heydarieh
Razavi Khorasan
Iran",+98 (531) 229 9602-4,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
281,University of Torit,world rank  Un,"Torit
Eastern Equatoria
South Sudan",+211,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
282,University of Toronto,world rank  22,"27 King's College Circle
Toronto
M5S 1A1 Ontario
Canada",+1 (416) 978 2011,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Universities Canada (UC)
Association of Commonwealth Universities (ACU)
Association of American Universities (AAU)
U15 Group of Canadian Research Universities (U15)
Association of Universities for Research in Astronomy (AURA)
Worldwide Universities Network (WUN)
U15 Group of Canadian Research Universities (U15)
Universities Research Association (URA)","University of Toronto
|
Faculty of Applied Science and Engineering Faculty of Arts and Science Faculty of Music Faculty of Nursing Faculty of Pharmacy Faculty of Physical Education and Health Faculty of Architecture, Landscape and Design Faculty of Dentistry Faculty of Forestry Faculty of Information Faculty of Law Faculty of Medicine Ontario Institute for Studies in Education School of Public Health School of Public Policy and Governance Rotman School of Management Faculty of Social Work Toronto School of Theology","['library', 'housing', 'sports facilities']"
283,University of Tourism and Management in Skopje,world rank  11034,"Bulevar Partizanski Odredi 99
Skopje
1000
North Macedonia",+389 (2) 309 3209,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,UN World Tourism Organisation,"University of Tourism and Management in Skopje
|
Faculty of Economics Faculty of Informatics Faculty of Entrepreneurial Business Faculty of Human Resource Management Faculty of Tourism Faculty of International Marketing Management Faculty of Law","['library', 'career services']"
284,University of Tourism Technology and Business Studies,world rank  12607,"Innind House, Sonatubes; PO Box 350
Kigali
Kigali Province
Rwanda",+250 788 306 692,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
285,University of Toyama,world rank  1763,"2630 Sugitani
Toyama
930-0194 Toyama
Japan",+81 (76) 434 2281,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
286,University of Traditional Medicine,world rank  12295,"38a Marshal Babajanyan Street
Yerevan
0013 Yerevan
Armenia",+374 (10) 616 290,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","None, open admission policy",Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
287,University of Trans-Disciplinary Health Sciences and Technology,world rank  10362,"c/o Frlht, #74/2, Jarakabande Kaval, Post Attur Via Yelahanka
Bangalore
560 064 Karnataka
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
288,University of Transport and Communications,world rank  6990,"Lang Thuong - Dong Da
Hanoi
Red River Delta
Vietnam",+84 (4) 3766 3311,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
