,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
137,Gomel State Medical University,world rank  5681,"5 Lange Street
Gomel
246000 Gomel Region
Belarus",+375 (232) 756 082,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Gomel State Medical University
|
Medical Faculty Medical and Diagnostic Faculty Faculty for the preparation of Students for Foreign Countries Faculty of Advanced Training and Retraining Faculty of pre-university Training","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
138,Gomel State University,world rank  3995,"104 Sovetskaya Street
Gomel
246019 Gomel Region
Belarus",+375 (232) 603 178,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Gomel State University
|
Faculty of Mathematics and Technologies of Programming Faculty of Physics and Information Technologies Faculty of Biology Faculty of Geology and Geography Faculty of Psychology and Pedagogics Faculty of Foreign languages Faculty of History Faculty of Law Faculty of Economics Faculty of Physical Culture Faculty of Philology Pre-university Training and Correspondence Studies","['library', 'sports facilities', 'distant learning']"
139,Gonabad University of Medical Sciences,world rank  7428,"Emam Khomeini Avenue, Farmandari Square
Gonabad
Razavi Khorasan
Iran",+98 53572 2328,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Not reported,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
140,Gonbad Kavous University,world rank  10088,"Basirat Blvd, Shahid Fallshi Str
Gonbad-e Kavus
Golestan
Iran",+98 17-33225022-3,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
141,Gondwana University,world rank  9421,"MIDC Road, Complex, Gadchiroli, Midc Road, Complex
Gadchiroli
442 605 Maharashtra
India",+91 (7132) 223 104,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
142,Gongju National University of Education,world rank  10873,"376 Bonghwang-dong
Gongju
314-060 South Chungcheong
South Korea",+82 (41) 850 1114,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'financial aid']"
143,Gono Bishwabidyalay,world rank  10795,"Mirzanagar, Savar
Dhaka
1344 Dhaka
Bangladesh",+880 (2) 779 1884,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"Gono Bishwabidyalay
|
Faculty of Arts and Social Science Faculty of Basic Science and Language Faculty of Health Science","['library', 'housing', 'sports facilities', 'financial aid']"
144,Gonzaga University,world rank  1026,"E 502 Boone Avenue
Spokane
99258-0001 Washington
United States",+1 (509) 328 4220,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Association to Advance Collegiate Schools of Business (AACSB International)
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
Council on Accreditation of Nurse Anesthesia Educational Programs (AANA)","Association of Jesuit Colleges and Universities (AJCU)
Association of Catholic Colleges and Universities (ACCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
145,Good Samaritan College of Nursing and Health Science,world rank  9785,"375 Dixmyth Avenue
Cincinnati
45220-2489 Ohio
United States",+1 (513) 862 2631,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,Not available; please submit a list of official affiliations and memberships to relevant associations and organizations.,['Not reported']
146,Goodwin University,world rank  4537,"One Riverside Drive
East Hartford
06118 Connecticut
United States",+1 (860) 528 4111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","None, open admission policy",Private,Non-Profit,no-data,Not available; please submit a list of official affiliations and memberships to relevant associations and organizations.,['Not reported']
147,Gordon College,world rank  1578,"255 Grapevine Road
Wenham
01984 Massachusetts
United States",+1 (978) 927 2300,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Council on Social Work Education (CSWE)
National Association of Schools of Music (NASM)","Christian College Consortium (CCC)
Council for Christian Colleges and Universities (CCCU)
Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
148,Gordon State College,world rank  5028,"419 College Drive
Barnesville
30204 Georgia
United States",+1 (678) 359 5555,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,no-data,"University System of Georgia
National Athletic Association (NAA)
National Junior College Athletic Association (NJCAA)",['Not reported']
149,Gorgan University of Agricultural Sciences and Natural Resources,world rank  5489,"PO Box 386, Shahid Beheshti Street
Gorgan
Golestan
Iran",+98 (171) 222 0028,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,Federation of the Universities of the Islamic World (FUIW),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
150,Gori State Teaching University,world rank  9934,"53 Chavchavadze Street
Gori
1400 Shida Kartli
Georgia",+995 (270) 724 13,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Gori State Teaching University
|
Faculty of Humanities Faculty of Education, Exact and Natural Sciences Faculty of Social Sciences, Business and Law","['library', 'sports facilities']"
151,Goris State University,world rank  11983,"2 Avangard Street
Goris
3204 Syunik
Armenia",+374 (284) 22 767,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
152,Gorno-Altaisk State University,world rank  4084,"1 Lenkin Street
Gorno-Altaisk
649000 Altai Republic
Russia",+7 (38822) 26439,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,"Association of Asian Universities
Grand Altai Council of HEI Chancellors
World Wide Lightning Location Network","Gorno-Altaisk State University
|
Faculty of Natural Sciences and Geography Faculty of History and Philology Faculty of Psychology and Educational Sciences Faculty of Economics and Law Faculty of Altaic and Turkic Studies Institute of Physics and Mathematics and Engineering and Technology Agricultural College","['library', 'housing', 'sports facilities', 'career services']"
153,Górnoslaska Wyzsza Szkola Handlowa im. Wojciecha Korfantego w Katowicach,world rank  6191,"ul. Harcerzy Wrzeúnia 3
Katowice
40-659 Silesian Voivodeship
Poland",+48 (32) 357 0532,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","None, open admission policy",Private,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'financial aid']"
154,Gorsky State Agrarian University,world rank  9708,"ul. Kirova 37
Vladikavkaz
362040 North Ossetia-Alania Republic
Russia",+7 (8672) 532 304,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'career services']"
155,Goshen College,world rank  1755,"1700 S Main Street
Goshen
46526-4794 Indiana
United States",+1 (574) 535 7000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Council on Social Work Education (CSWE)
Council for the Accreditation of Educator Preparation (CAEP)","Council for Christian Colleges and Universities (CCCU)
Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)",['Not reported']
156,Göteborgs universitet,world rank  322,"PO Box 100
Göteborg
405 30 Vastra Gotaland County
Sweden",+46 (31) 786 1000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Public,Non-Profit,European University Association (EUA),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
157,Goucher College,world rank  1554,"1021 Dulaney Valley Road
Towson
21204-2794 Maryland
United States",+1 (410) 337 6000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,American Chemical Society (ACS),"Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
158,"Government College for Women University, Sialkot",world rank  11313,"Kachehri Road
Sialkot
Punjab
Pakistan",+92 (52) 925 0170,Women Only,"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'financial aid', 'career services']"
159,"Government College University, Faisalabad",world rank  5610,"Kotwali Road
Faisalabad
38000 Punjab
Pakistan",+92 (41) 920 0886,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,no-data,"Government College University, Faisalabad
|
Faculty of Arts and Social Science Faculty of Economics and Management Sciences Faculty of Engineering Faculty of Islamic and Oriental Learning Faculty of Life Sciences Faculty of Pharmaceutical Sciences Faculty of Physical Sciences","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
160,"Government College University, Lahore",world rank  5542,"Lower Mall, Katchehri Road
Lahore
54600 Punjab
Pakistan",+92 (42) 712 0028,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
161,"Government College Women University, Faisalabad",world rank  8731,"Shafique Road
Faisalabad
38000 Punjab
Pakistan",+92 (41) 922 0065,Women Only,"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Government College Women University, Faisalabad
|
Faculty of Science and Technology Faculty of Arts and Social Sciences Faculty of Management and Administration Science Faculty of Islamic and Oriental Learning",['library']
162,Governors State University,world rank  2372,"1 University Parkway
University Park
60484-0975 Illinois
United States",+1 (708) 534 5000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
Council for the Accreditation of Counselor Education and Related Programs (CACREP)
Illinois State Board of Education
Council for the Accreditation of Educator Preparation (CAEP)
National Council of Teachers of English (NCTE)
National Council of Teachers of Mathematics (NCTM)
National Science Teachers Association (NSTA)
Alternative Certification Association for Childhood Education International (ACEI)
National Association for the Education of Young Children (NAEYC)
Educational Leadership Constituent Council (ELCC)
Association for Childhood Education International (ACEI)
Council for Exceptional Children (CEC)
International Reading Association (IRA)
Illinois Alcohol and Other Drug Abuse Professional Certification Association, Inc. (IAODAPCA)
National Addiction Studies Accreditation Commission (NASAC)
Council on Academic Accreditation in Audiology and Speech-Language Pathology
American Speech-Language-Hearing Association (ASHA)
Commission on Accreditation of Healthcare Management Education (CAHME)
Association of University Programs in Health Administration (AUPHA)
Accreditation Commission for Education in Nursing
Accreditation Council for Occupational Therapy Education (ACOTE) of the American Occupational Therapy Association (AOTA)
Commission on Accreditation in Physical Therapy Education
Council on Social Work Education","American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)",['Not reported']
163,Govind Ballabh Pant University of Agriculture and Technology,world rank  4952,"District - Udham Singh Nagar
Pantnagar
263 145 Uttarakhand
India",+91 (5944) 233 333,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,Association of Indian Universities (AIU),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities']"
164,Govind Guru Tribal University,world rank  10607,"JanJati Bhawan, Collectorate Campus
Banswara
327 001 Rajasthan
India",+91 02962-244022,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
165,Grace Christian University,world rank  5259,"1011 Aldon Street Southwest
Wyoming
49509 Michigan
United States",+1 (616) 538 2330,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,"Association for Biblical Higher Education (ABHE), Commission on Accreditation","National Athletic Association (NAA)
National Christian College Athletic Association (NCCAA)",['Not reported']
166,Grace College,world rank  2757,"200 Seminary Drive
Winona Lake
46590-1274 Indiana
United States",+1 (574) 372 5100,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Council for Accreditation of Counseling and Related Educational Programs (CACREP)
Council on Social Work Education (CSWE)
National Association of Schools of Music (NASM)
Council for the Accreditation of Educator Preparation (CAEP)","Council for Christian Colleges and Universities (CCCU)
Council of Independent Colleges (CIC)
International Assembly for Collegiate Business Education (IACBE)
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)
National Christian College Athletic Association (NCCAA)",['Not reported']
167,Graceland University,world rank  3114,"1 University Place
Lamoni
50140 Iowa
United States",+1 (641) 784 5000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Iowa Department of Education, Council for the Accreditation of Educator Preparation (CAEP)
National League for Nursing Accrediting Commission (NLNAC), Commission on Collegiate Nursing Education (CCNE)","Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)",['Not reported']
168,Graduate Institute for Entrepreneurial Studies,world rank  9506,"Niigata
Niigata
Japan",+81,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
169,"Graduate School of Management, Globis University",world rank  2532,"Tokyo
Tokyo
Japan",+81,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
170,Graduate School of the National Academy of Sciences of Belarus,world rank  8568,"Knorina, 1
Minsk
220049 City of Minsk
Belarus",+375 172 800141,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Graduate School of the National Academy of Sciences of Belarus
|
Departments of Social Sciences and Humanities Departments of Natural Sciencies Departments of Infomation Technologies","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
171,Graduate University of Advanced Technology,world rank  9845,"kerman mahan
Kerman
Kerman
Iran",+98,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing']"
172,Graiciuno aukštoji vadybos mokykla,world rank  11072,"Kestucio Street 57A
Kaunas
44303 Kaunas
Lithuania",+370 (37) 320281,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
173,Grambling State University,world rank  2663,"403 Main Street
Grambling
71245 Louisiana
United States",+1 (318) 247 3811,Men and Women (coed),Historically Black Institution,"Yes, international applicants are welcome to apply for admission",Public State,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
Computing Accreditation Commission (CAC) of ABET
Engineering Technology Accreditation Commission (ETAC) of ABET
National Association of Schools of Theatre (NAST)
National Recreation and Park association (NRPA)
Council for Accreditation of Educator Preparation (CAEP)
National Association of Schools of Music (NASM)
Council on Social Work Education (CSWE)
American Chemical Society (ACS)
National Association of Schools of Public Affairs and Administration (NASPAA)
Accreditation Commission for Education in Nursing (ACEN)","University of Louisiana System (UL System)
American Association of State Colleges and Universities (AASCU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
174,Grand Canyon University,world rank  525,"3300 W Camelback Road
Phoenix
85017 Arizona
United States",+1 (800) 800 9776,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,For-Profit,"Commission on Collegiate Nursing Education (CCNE)
Accreditation Council for Business Schools and Programs (ACBSP)
Commission on Accreditation of Athletic Training Education (CAATE)","National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
175,Grand Valley State University,world rank  558,"1 Campus Drive
Allendale
49401-9403 Michigan
United States",+1 (616) 331 5000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Association to Advance Collegiate Schools of Business (AACSB International)
Applied and Natural Science Accreditation Commission (ANSAC) of ABET
Computing Accreditation Commission (CAC) of ABET
Engineering Accreditation Commission (EAC) of ABET
American Chemical Society (ACS)","American Association of State Colleges and Universities (AASCU)
Great Lakes Intercollegiate Athletic Conference
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
176,Grand View University,world rank  4086,"1200 Grandview Avenue
Des Moines
50316 Iowa
United States",+1 (515) 263 2800,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Commission on Collegiate Nursing Education (CCNE)
Iowa State Board of Nursing, Iowa Department of Education","Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Association of Intercollegiate Athletics (NAIA)",['Not reported']
177,Granite State College,world rank  4934,"25 Hall Street
Concord
03301-3471 New Hampshire
United States",+1 (603) 228 3000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","None, open admission policy",Public State,Non-Profit,no-data,University System of New Hampshire,['Not reported']
178,Graphic Era Hill University,world rank  7638,"600, Bell Road
Clement Town
248 002 Uttarakhand
India",+91,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
179,Graphic Era University,world rank  6033,"566/6, Bell Road, Clement Town
Dehradun
248 002 Uttarakhand
India",+91 (135) 264 3420,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Graphic Era University
|
School of Engineering and Technology School of Management Studies School of Computer Application School of Allied Sciences",['library']
180,Gratz College,world rank  5965,"7605 Old York Road
Melrose Park
19027-3010 Pennsylvania
United States",+1 (215) 635 7300,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,Non-Profit,no-data,Not available; please submit a list of official affiliations and memberships to relevant associations and organizations.,['Not reported']
181,Great Basin College,world rank  3844,"1500 College Parkway
Elko
89801 Nevada
United States",+1 (775) 738 8493,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public State,Non-Profit,National League for Nursing Accrediting Commission (NLNAC),Nevada System of Higher Education (NSHE),['Not reported']
182,Great Lakes Christian College,world rank  7176,"6211 W Willow Highway
Lansing
48917-1299 Michigan
United States",+1 (517) 321 0242,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","None, open admission policy",Private,Non-Profit,"Association for Biblical Higher Education (ABHE), Commission on Accreditation","National Athletic Association (NAA)
National Christian College Athletic Association (NCCAA)",['Not reported']
183,Great Lakes University of Kisumu,world rank  11063,"Rido Road, Off Tom Mboya Drv; PO Box 2224
Kisumu
40100 Kisumu
Kenya",+254 (57) 202 3972,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'financial aid']"
184,Great Mongol Institute,world rank  Un,"Ulaanbaatar
Ulaanbaatar
Mongolia",+976 7014 4431,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
185,Great Zimbabwe University,world rank  9909,"PO Box 1235
Masvingo
00263 Masvingo
Zimbabwe",+263 (39) 263718,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,Southern African Regional Universities Association (SARUA),"Great Zimbabwe University
|
Faculty of Arts Faculty of Commerce Faculty of Education Faculty of Sciences","['housing', 'sports facilities', 'distant learning']"
186,Green University of Bangladesh,world rank  8753,"220/D Begum Rokeya Sarani
Dhaka
1207 Dhaka
Bangladesh",+880 (2) 901 4725,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Association of Private Universities of Bangladesh (APUB)
International Association of University Presidents (IAUP)
Association of Universities of Asia and the Pacific (AUAP)","Green University of Bangladesh
|
Faculty of Science and Engineering Faculty of Arts and Social Sciences Faculty of Law Faculty of Business Studies","['library', 'housing', 'sports facilities', 'financial aid', 'career services']"
187,GreenHeart Medical University,world rank  12401,"69, Croal Street Stabroek
Georgetown
Demerara-Mahaica
Guyana",+592 227 5619,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
188,Greensboro College,world rank  4893,"815 W Market Street
Greensboro
27401-1875 North Carolina
United States",+1 (336) 272 7102,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Commission on Accreditation of Athletic Training Education (CAATE)
National Association of Schools of Music (NASM)
Council for the Accreditation of Educator Preparation (CAEP)","Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
189,Greenville University,world rank  3093,"315 E. College Avenue
Greenville
62246-0159 Illinois
United States",+1 (618) 664 2800,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,Illinois Board of Higher Education (IBHE),"Christian College Consortium (CCC)
Council for Christian Colleges and Universities (CCCU)
Council of Independent Colleges (CIC)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)
National Christian College Athletic Association (NCCAA)",['Not reported']
190,Greenwich University,world rank  10011,"Greenwich House, DK-10, 38th Street, Darakshan, Phase VI
Karachi
75500 Sindh
Pakistan",+92 (21) 111 202 303,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"Association of Commonwealth Universities (ACU)
Association of MBAs (AMBA)
Association of International Educators (NAFSA)
Talloires Network
International Association of Universities (IAU)
Association to Advance Collegiate Schools of Business (AACSB International)
Asia-Pacific Quality Network (APQN)
International Network for Quality Assurance Agencies in Higher Education (INQAAHE)
Association of Chartered Certified Accountants (ACCA)","Greenwich University
|
Faculty of Management Sciences Faculty of Social Sciences Department of Business Administration Department of Economics and Finance Department of Humanities Department of Mass Communication and Media Studies","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
191,"Gregory University, Uturu",world rank  11667,"Uturu
Abia
Nigeria",+234 (806) 394 8652,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
192,Grenoble École de Management,world rank  2150,"12, Rue Pierre Sémard
Grenoble
38000 Auvergne-Rhone-Alpes
France",+33 (0)4 76 70 60 60,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,"European Foundation for Management Development (EFMD)
International Association for Management of Technology (IAMOT)
Conférence des Grandes Ecoles (CGE)
Association to Advance Collegiate Schools of Business (AACSB International)
European Quality Improvement System (EQUIS)
Association of MBAs (AMBA)
Alliance Lyon (AL)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
193,Grenoble INP,world rank  1053,"46, Avenue Felix Viallet
Grenoble
38031 Auvergne-Rhone-Alpes
France",+33 (0)4 76 57 45 00,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,"European University Association (EUA)
Conference of European Schools for Advanced Engineering Education and Research (CESAER)
Consortium Linking Universities of Science and Technology for Education and Research (CLUSTER)
Ge4 Network (GE4)
Grenoble Innovation for Advanced New Technologies (GIANT)
Grenoble University","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
194,Gretsa University,world rank  11609,"Opp Engen Petrol Station, Garissa Road; PO Box 3
Thika
01000 Kiambu
Kenya",+254 (67) 20040/1,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,For-Profit,Institute of Human Resource Management (IHRM),"Gretsa University
|
School of Agriculture and Rural Development School of Arts and Social Sciences School of Business Studies School of General Studies School of Hospitality and Tourism School of Science and Technology","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
195,Griffith University,world rank  338,"170 Kessels Road
Brisbane
4111 Queensland
Australia",+61 (0)7 3735 7200,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,"Universities Australia
Association of Southeast Asian Institutions of Higher Learning (ASAIHL)
Australian National Business Schools
Innovative Research Universities Australia (IRU)
Open Universities Australia (OUA)","Griffith University
|
Faculty of Arts Faculty of Education Griffith Business School Griffith Law School Griffith Health Faculty of Science Faculty of Engineering and Information Technology Faculty of Environmental Sciences","['library', 'sports facilities', 'financial aid', 'distant learning']"
196,Grigol Robakidze University,world rank  9854,"6 Jano Bagrationi Street
Tbilisi
0160 Tbilisi
Georgia",+995 (32) 384 406,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
197,Grigor Lusavorich University of Echmiadzin,world rank  Un,"1b Spandaryan Street
Vagharshapat
1101 Armavir
Armenia",+374 (231) 43258,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,Not reported,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['Not reported']
198,Grinnell College,world rank  1110,"1121 Park Street
Grinnell
50112-1690 Iowa
United States",+1 (641) 269 4000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"Associated Colleges of the Midwest (ACM)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
199,Grodno State Agrarian University,world rank  5916,"28 Tereshkowoj Street
Grodno
230008 Grodno Region
Belarus",+375 (152) 47 0168,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,no-data,"Grodno State Agrarian University
|
Agronomical Faculty Faculty of Plant Protection Zootechnical Faculty Faculty of Veterinary Medicine Faculty of Economics Faculty of Prevocational Training Higher Management School Faculty of Qualification Improvement and Personnel Re-Training Faculty of Accounting","['library', 'sports facilities']"
